"","taz_sub","lowInc_0_autos.x","lowInc_autos_lt_workers.x","lowInc_autos_ge_workers.x","medInc_0_autos.x","medInc_autos_lt_workers.x","medInc_autos_ge_workers.x","highInc_0_autos.x","highInc_autos_lt_workers.x","highInc_autos_ge_workers.x","veryHighInc_0_autos.x","veryHighInc_autos_lt_workers.x","veryHighInc_autos_ge_workers.x","destChoiceAlt.x","taz.x","subzone.x","lowInc_0_autos_t.x","lowInc_autos_lt_workers_t.x","lowInc_autos_ge_workers_t.x","medInc_0_autos_t.x","medInc_autos_lt_workers_t.x","medInc_autos_ge_workers_t.x","highInc_0_autos_t.x","highInc_autos_lt_workers_t.x","highInc_autos_ge_workers_t.x","veryHighInc_0_autos_t.x","veryHighInc_autos_lt_workers_t.x","veryHighInc_autos_ge_workers_t.x","mwt.x","subzone_s.x","lowInc_0_autos.y","lowInc_autos_lt_workers.y","lowInc_autos_ge_workers.y","medInc_0_autos.y","medInc_autos_lt_workers.y","medInc_autos_ge_workers.y","highInc_0_autos.y","highInc_autos_lt_workers.y","highInc_autos_ge_workers.y","veryHighInc_0_autos.y","veryHighInc_autos_lt_workers.y","veryHighInc_autos_ge_workers.y","destChoiceAlt.y","taz.y","subzone.y","lowInc_0_autos_t.y","lowInc_autos_lt_workers_t.y","lowInc_autos_ge_workers_t.y","medInc_0_autos_t.y","medInc_autos_lt_workers_t.y","medInc_autos_ge_workers_t.y","highInc_0_autos_t.y","highInc_autos_lt_workers_t.y","highInc_autos_ge_workers_t.y","veryHighInc_0_autos_t.y","veryHighInc_autos_lt_workers_t.y","veryHighInc_autos_ge_workers_t.y","mwt.y","subzone_s.y","mdiff"
"430","112a",19.49238,13.60253,12.07847,19.51137,13.73678,12.31643,19.526,13.7925,12.40601,19.55774,13.8805,12.53037,334,112,1,326.270149253731,229.307462686567,369.058208955224,324.748507462687,226.886567164179,355.740298507463,323.470149253731,228.034328358209,348.623880597015,322.676119402985,231.591044776119,340.226119402985,342.752352238806,"a",19.55282,13.74899,12.25692,19.57884,13.86409,12.46496,19.59692,13.91109,12.54222,19.62979,13.99151,12.65537,334,112,1,312.294029850746,224.507462686567,355.885074626866,311.55223880597,222.407462686567,348.238805970149,310.676865671642,221.988805970149,344.244029850746,307.667910447761,221.5,339.711940298507,335.669001492537,"a",18.1637231343284
"431","112b",19.46575,13.47624,11.95494,19.48023,13.60513,12.2011,19.49318,13.65936,12.29349,19.52213,13.74386,12.41929,335,112,2,324.282835820896,219.882835820896,359.839552238806,322.424626865672,217.061940298507,347.133582089552,321.020895522388,218.098507462686,340.226865671642,320.018656716418,221.394029850746,331.936567164179,334.643429104478,"b",19.52095,13.60977,12.12533,19.54403,13.72521,12.34606,19.56124,13.77294,12.42768,19.59185,13.85145,12.54322,335,112,2,309.915671641791,214.117910447761,346.064925373134,308.95447761194,212.04328358209,339.365671641791,308.014179104478,211.679104477612,335.696268656716,304.836567164179,211.04776119403,331.342537313433,327.272565671642,"b",19.2529052238806
"432","112c",19.48896,13.58701,12.06328,19.50516,13.71154,12.29418,19.51872,13.7641,12.38182,19.54904,13.84834,12.50398,333,112,0,326.014925373134,228.149253731343,367.924626865672,324.285074626866,225.002985074627,354.079850746269,322.926865671642,225.914925373134,346.818656716418,322.026865671642,229.191044776119,338.25671641791,341.198196268657,"c",19.51179,13.56682,12.08495,19.53325,13.67906,12.30709,19.54987,13.72573,12.38917,19.57907,13.80079,12.50344,333,112,0,309.232089552239,210.912686567164,343.051492537313,308.15,208.599253731343,336.457462686567,307.165671641791,208.155970149254,332.822388059701,303.882835820896,207.267164179104,328.373880597015,324.494145522388,"c",16.8418462686567
"433","1130a",17.76373,12.23173,11.1828,17.73828,12.46945,11.4967,17.7188,12.56187,11.61663,17.70644,12.68553,11.76763,3388,1130,1,197.266417910448,127.008955223881,302.217164179104,192.428358208955,132.309701492537,294.566417910448,188.60447761194,136.196268656716,289.714925373134,184.519402985075,142.414179104478,283.305223880597,273.330170895522,"a",17.88013,12.43506,11.33644,17.85753,12.65758,11.62666,17.83412,12.73809,11.73287,17.82057,12.85848,11.87806,3388,1130,1,187.466417910448,126.452985074627,287.192537313433,183.096268656716,132.369402985075,285.679104477612,179.124626865672,134.451492537313,283.844776119403,172.651492537313,136.94552238806,281.703731343284,265.679051492537,"a",17.6721873134329
"434","1130b",17.76373,12.23173,11.1828,17.73828,12.46945,11.4967,17.7188,12.56187,11.61663,17.70644,12.68553,11.76763,3389,1130,2,197.266417910448,127.008955223881,302.217164179104,192.428358208955,132.309701492537,294.566417910448,188.60447761194,136.196268656716,289.714925373134,184.519402985075,142.414179104478,283.305223880597,273.330170895522,"b",17.85857,12.37134,11.29612,17.82672,12.5864,11.58469,17.79877,12.66455,11.69065,17.7781,12.78135,11.83492,3389,1130,2,185.857462686567,121.69776119403,284.183582089552,180.797014925373,127.057462686567,282.547014925373,176.486567164179,128.963432835821,280.694029850746,169.482089552239,131.189552238806,278.484328358209,262.508481343284,"b",8.7972029850747
"435","1130c",17.76373,12.23173,11.1828,17.73828,12.46945,11.4967,17.7188,12.56187,11.61663,17.70644,12.68553,11.76763,3387,1130,0,197.266417910448,127.008955223881,302.217164179104,192.428358208955,132.309701492537,294.566417910448,188.60447761194,136.196268656716,289.714925373134,184.519402985075,142.414179104478,283.305223880597,273.330170895522,"c",17.87277,12.4136,11.32276,17.84774,12.63527,11.61338,17.82321,12.71569,11.71987,17.80788,12.83571,11.86517,3387,1130,0,186.917164179104,124.851492537314,286.171641791045,182.365671641791,130.70447761194,284.688059701492,178.310447761194,132.779850746269,282.874626865672,171.70447761194,135.246268656716,280.741791044776,264.681635820896,"c",8.82793358208954
"436","1131a",17.59721,12.16196,11.12202,17.58335,12.42189,11.45379,17.5722,12.52202,11.57875,17.58096,12.65573,11.73503,3391,1131,1,184.839552238806,121.80223880597,297.681343283582,180.866417910448,128.760447761194,291.364179104478,177.664179104478,133.222388059701,286.888059701493,175.155223880597,140.190298507463,280.872388059702,269.300129850746,"a",17.7384,12.30832,11.23157,17.71854,12.54183,11.53785,17.69915,12.62668,11.64907,17.69411,12.75159,11.79867,3391,1131,1,176.889552238806,116.994776119403,279.366417910448,172.723880597015,123.731343283582,279.051492537313,169.05223880597,126.137313432836,277.591044776119,163.214179104477,128.968656716418,275.779104477612,258.570385820895,"a",8.51011343283579
"437","1131b",17.59721,12.16196,11.12202,17.58335,12.42189,11.45379,17.5722,12.52202,11.57875,17.58096,12.65573,11.73503,3392,1131,2,184.839552238806,121.80223880597,297.681343283582,180.866417910448,128.760447761194,291.364179104478,177.664179104478,133.222388059701,286.888059701493,175.155223880597,140.190298507463,280.872388059702,269.300129850746,"b",17.7384,12.30832,11.23157,17.71854,12.54183,11.53785,17.69915,12.62668,11.64907,17.69411,12.75159,11.79867,3392,1131,2,176.889552238806,116.994776119403,279.366417910448,172.723880597015,123.731343283582,279.051492537313,169.05223880597,126.137313432836,277.591044776119,163.214179104477,128.968656716418,275.779104477612,258.570385820895,"b",8.52803432835822
"438","1131c",17.59721,12.16196,11.12202,17.58335,12.42189,11.45379,17.5722,12.52202,11.57875,17.58096,12.65573,11.73503,3390,1131,0,184.839552238806,121.80223880597,297.681343283582,180.866417910448,128.760447761194,291.364179104478,177.664179104478,133.222388059701,286.888059701493,175.155223880597,140.190298507463,280.872388059702,269.300129850746,"c",17.7384,12.30832,11.23157,17.71854,12.54183,11.53785,17.69915,12.62668,11.64907,17.69411,12.75159,11.79867,3390,1131,0,176.889552238806,116.994776119403,279.366417910448,172.723880597015,123.731343283582,279.051492537313,169.05223880597,126.137313432836,277.591044776119,163.214179104477,128.968656716418,275.779104477612,258.570385820895,"c",8.53713059701499
"439","1132a",17.76864,12.42316,11.37213,17.7446,12.66442,11.6844,17.72711,12.75613,11.80103,17.7317,12.88204,11.94963,3394,1132,1,197.632835820896,141.294776119403,316.346268656716,192.9,146.859701492537,308.573880597015,189.224626865672,150.69328358209,303.476119402985,186.40447761194,157.079104477612,296.887313432836,285.999804477612,"a",17.91749,12.60169,11.52496,17.88572,12.81818,11.81175,17.85916,12.89545,11.91489,17.84755,13.01348,12.05692,3394,1132,1,190.25447761194,138.888059701493,301.261194029851,185.2,144.35447761194,299.491791044776,180.99328358209,146.194776119403,297.428358208955,174.664925373134,148.512686567164,295.051492537313,278.215455223881,"a",7.68184328358217
"440","1132b",17.76864,12.42316,11.37213,17.7446,12.66442,11.6844,17.72711,12.75613,11.80103,17.7317,12.88204,11.94963,3395,1132,2,197.632835820896,141.294776119403,316.346268656716,192.9,146.859701492537,308.573880597015,189.224626865672,150.69328358209,303.476119402985,186.40447761194,157.079104477612,296.887313432836,285.999804477612,"b",17.90348,12.56568,11.50256,17.86551,12.77767,11.7883,17.8359,12.85347,11.89123,17.81971,12.96939,12.03267,3395,1132,2,189.20895522388,136.200746268657,299.589552238806,183.691791044776,141.331343283582,297.741791044776,179.257462686567,143.061940298507,295.662686567164,172.587313432836,145.222388059702,293.241791044776,276.421329104478,"b",9.73290597014932
"441","1132c",17.76864,12.42316,11.37213,17.7446,12.66442,11.6844,17.72711,12.75613,11.80103,17.7317,12.88204,11.94963,3393,1132,0,197.632835820896,141.294776119403,316.346268656716,192.9,146.859701492537,308.573880597015,189.224626865672,150.69328358209,303.476119402985,186.40447761194,157.079104477612,296.887313432836,285.999804477612,"c",17.91879,12.60499,11.52703,17.88738,12.82148,11.81367,17.86105,12.89883,11.91681,17.84983,13.01706,12.0589,3393,1132,0,190.351492537313,139.134328358209,301.415671641791,185.323880597015,144.600746268657,299.635074626866,181.134328358209,146.447014925373,297.571641791045,174.835074626866,148.779850746269,295.199253731343,278.366374626866,"c",9.21259477611943
"442","1133a",17.80453,12.3326,11.29082,17.78495,12.56714,11.5957,17.77113,12.6581,11.71164,17.77733,12.78255,11.85934,3397,1133,1,200.311194029851,134.536567164179,310.278358208955,195.911194029851,139.6,301.95447761194,192.509701492537,143.377611940298,296.805223880597,189.809701492537,149.65447761194,290.149253731343,280.296638059701,"a",17.9475,12.42606,11.37749,17.91248,12.62525,11.65521,17.88741,12.69835,11.75726,17.87783,12.80978,11.89688,3397,1133,1,192.494029850746,125.781343283582,290.255970149254,187.197014925373,129.95671641791,287.809701492537,183.101492537313,131.485820895522,285.664925373134,176.924626865672,133.311194029851,283.108208955224,267.697124626866,"a",8.28559552238806
"443","1133b",17.80453,12.3326,11.29082,17.78495,12.56714,11.5957,17.77113,12.6581,11.71164,17.77733,12.78255,11.85934,3398,1133,2,200.311194029851,134.536567164179,310.278358208955,195.911194029851,139.6,301.95447761194,192.509701492537,143.377611940298,296.805223880597,189.809701492537,149.65447761194,290.149253731343,280.296638059701,"b",17.94224,12.40951,11.36745,17.90493,12.6065,11.64469,17.87877,12.67887,11.74666,17.86748,12.78912,11.88596,3398,1133,2,192.101492537314,124.546268656716,289.50671641791,186.633582089552,128.557462686567,287.024626865672,182.45671641791,130.032089552239,284.873880597015,176.15223880597,131.769402985075,282.29328358209,266.897359701493,"b",17.1812753731344
"444","1133c",17.80453,12.3326,11.29082,17.78495,12.56714,11.5957,17.77113,12.6581,11.71164,17.77733,12.78255,11.85934,3396,1133,0,200.311194029851,134.536567164179,310.278358208955,195.911194029851,139.6,301.95447761194,192.509701492537,143.377611940298,296.805223880597,189.809701492537,149.65447761194,290.149253731343,280.296638059701,"c",17.95884,12.46105,11.39894,17.9289,12.66536,11.67798,17.9063,12.74018,11.78035,17.90049,12.85428,11.92079,3396,1133,0,193.340298507463,128.392537313433,291.85671641791,188.422388059701,132.95,289.508955223881,184.511194029851,134.607462686567,287.388059701493,178.615671641791,136.632089552239,284.892537313433,269.428991791045,"c",14.8067074626866
"445","1134a",17.89279,12.44382,11.33055,17.89198,12.697,11.64546,17.88645,12.79442,11.76493,17.89997,12.92601,11.91695,3400,1134,1,206.89776119403,142.836567164179,313.24328358209,203.898507462687,149.291044776119,305.667910447761,201.115671641791,153.550746268657,300.782089552239,198.961940298507,160.360447761194,294.448507462687,284.7732,"a",18.03452,12.56728,11.42923,18.01795,12.78426,11.71295,17.99981,12.86298,11.81674,18.00286,12.98391,11.96057,3400,1134,1,198.988059701493,136.320149253731,294.117164179105,195.067910447761,141.823134328358,292.118656716418,191.489552238806,143.771641791045,290.103731343283,186.255223880597,146.305970149254,287.861194029851,272.813206716418,"a",15.3261164179105
"446","1134b",17.87043,12.37744,11.28794,17.85815,12.61908,11.59859,17.84707,12.71265,11.71689,17.85311,12.83967,11.86732,3401,1134,2,205.229104477612,137.882835820896,310.063432835821,201.373880597015,143.476119402985,302.170149253731,198.176865671642,147.448507462687,297.197014925373,195.464925373134,153.917164179105,290.744776119403,281.245148507463,"b",18.0126,12.50098,11.38557,17.98671,12.70947,11.66702,17.9641,12.78546,11.77037,17.96063,12.90255,11.91306,3401,1134,2,197.35223880597,131.372388059702,290.858955223881,192.736567164179,136.241791044776,288.691044776119,188.824626865672,137.986567164179,286.64328358209,183.103731343283,140.234328358209,284.315671641791,269.372711940298,"b",10.0472873134328
"447","1134c",17.85302,12.3236,11.25412,17.83144,12.55497,11.56114,17.81579,12.64509,11.67844,17.81562,12.76802,11.82753,3399,1134,0,203.929850746269,133.864925373134,307.539552238806,199.380597014925,138.691791044776,299.375373134328,195.842537313433,142.40671641791,294.327611940299,192.667164179104,148.570149253731,287.775373134328,278.418486567164,"c",17.97446,12.37798,11.30724,17.93161,12.56888,11.58432,17.90067,12.63895,11.68672,17.88464,12.74727,11.82691,3399,1134,0,194.505970149254,122.19328358209,285.013432835821,188.624626865672,125.75,282.519402985075,184.09104477612,127.052985074627,280.400746268657,177.432835820896,128.646268656716,277.886567164179,263.143479104478,"c",9.44373134328373
"448","1135a",18.65228,12.69458,11.31164,18.62369,12.87366,11.61666,18.6078,12.94576,11.73301,18.64618,13.0625,11.88227,3403,1135,1,263.576119402985,161.55,311.832089552239,258.503731343284,162.474626865672,303.518656716418,254.94776119403,164.844776119403,298.4,254.649253731343,170.546268656716,291.860447761194,288.933171641791,"a",18.85826,12.88838,11.45082,18.82644,13.04655,11.73162,18.80618,13.10585,11.83464,18.84066,13.21686,11.9788,3403,1135,1,260.461194029851,160.282835820896,295.728358208955,255.402985074627,161.397014925373,293.511940298507,251.666417910448,161.896268656716,291.439552238806,248.777611940298,163.690298507463,289.221641791045,280.89777761194,"a",9.90375298507468
"449","1135b",18.64312,12.64954,11.27345,18.60964,12.81732,11.57471,18.59136,12.88535,11.69003,18.62722,12.99803,11.83793,3404,1135,2,262.892537313433,158.188805970149,308.982089552239,257.455223880597,158.270149253731,300.388059701493,253.720895522388,160.336567164179,295.192537313433,253.234328358209,165.735074626866,288.551492537313,285.931917164179,"b",18.84787,12.83649,11.40433,18.81119,12.98337,11.68175,18.78863,13.03866,11.78394,18.82046,13.14515,11.92653,3404,1135,2,259.685820895522,156.410447761194,292.258955223881,254.264925373134,156.682089552239,289.790298507463,250.356716417911,156.882089552239,287.655970149254,247.270149253731,158.338805970149,285.320895522388,277.353444776119,"b",15.5412246268657
"450","1135c",18.64602,12.66397,11.28566,18.61448,12.837,11.58929,18.59719,12.90707,11.70539,18.63414,13.02188,11.85424,3402,1135,0,263.108955223881,159.265671641791,309.89328358209,257.816417910448,159.738805970149,301.476119402985,254.155970149254,161.957462686567,296.338805970149,253.750746268657,167.514925373134,289.768656716418,286.982025373134,"c",18.84592,12.82652,11.39543,18.8078,12.96892,11.67043,18.78452,13.0224,11.7718,18.81544,13.12673,11.91327,3402,1135,0,259.540298507463,155.666417910448,291.594776119403,254.011940298507,155.603731343284,288.94552238806,250.05,155.668656716418,286.75,246.89552238806,156.964179104478,284.331343283582,276.538770149254,"c",13.8791104477613
"451","1136a",18.41059,12.95845,11.6344,18.43829,13.18707,11.9266,18.45138,13.27493,12.03685,18.51056,13.40131,12.18063,3406,1136,1,245.539552238806,181.241791044776,335.918656716418,244.667910447761,185.863432835821,326.648507462687,243.274626865672,189.409701492537,321.074626865672,244.528358208955,195.830597014925,314.126119402985,308.402393283582,"a",18.56334,13.15856,11.81201,18.58569,13.36349,12.07399,18.5917,13.43733,12.16848,18.64289,13.55999,12.30717,3406,1136,1,238.45223880597,180.44552238806,322.682835820896,237.436567164179,185.049253731343,319.061940298507,235.660447761194,186.633582089552,316.352985074627,234.018656716418,189.297014925373,313.726865671642,302.061953731343,"a",13.9343119402985
"452","1136b",18.36411,12.81646,11.52217,18.37721,13.03479,11.81421,18.38421,13.11978,11.92506,18.43735,13.24345,12.06902,3407,1136,2,242.070895522388,170.64552238806,327.543283582089,240.109701492537,174.499253731343,318.261194029851,238.261940298507,177.831343283582,312.732089552239,239.064925373134,184.05,305.797014925373,300.250070895522,"b",18.51111,13.00604,11.68867,18.51905,13.2018,11.95107,18.51913,13.27306,12.04635,18.56312,13.39217,12.18457,3407,1136,2,234.55447761194,169.063432835821,313.478358208955,232.463432835821,172.982835820896,309.888805970149,230.244776119403,174.374626865672,307.238805970149,228.065671641791,176.773134328358,304.577611940299,293.147585074627,"b",8.71922910447768
"453","1136c",18.27839,12.5107,11.29266,18.26679,12.7159,11.59424,18.26356,12.79877,11.71001,18.30694,12.92153,11.8582,3405,1136,0,235.673880597015,147.827611940299,310.415671641791,231.869402985075,150.701492537313,301.84552238806,229.258208955224,153.875373134328,296.683582089552,229.332835820896,160.026119402985,290.064179104478,284.289612686567,"c",18.41613,12.67968,11.43786,18.40004,12.86525,11.71157,18.39028,12.93516,11.81236,18.42221,13.05084,11.95336,3405,1136,0,227.466417910448,144.708208955224,294.761194029851,223.582089552239,147.867164179104,292.015671641791,220.629104477612,149.158208955224,289.776865671642,217.55,151.300746268657,287.323134328358,275.77456119403,"c",8.5700425373135
"454","1137a",18.55335,12.65822,11.28082,18.55724,12.86784,11.59714,18.56126,12.95267,11.71754,18.5948,13.07399,11.87123,3409,1137,1,256.193283582089,158.836567164179,309.532089552239,253.544776119403,162.040298507463,302.061940298507,251.474626865672,165.360447761194,297.24552238806,250.814925373134,171.403731343284,291.036567164179,287.154915671642,"a",18.74296,12.87802,11.44764,18.74368,13.06847,11.73732,18.74297,13.14056,11.84298,18.77872,13.25855,11.9909,3409,1137,1,251.85671641791,159.509701492537,295.491044776119,249.226865671642,163.032835820896,293.937313432836,246.949253731343,164.486567164179,292.061940298507,244.155223880597,166.801492537313,290.124626865672,280.71418880597,"a",8.99320373134321
